code,tickers,market,name
000089,000089.SZ,SZSE,Shenzhen Airport
000099,000099.SZ,SZSE,Citic Offshore Helicopter
002928,002928.SZ,SZSE,China Express Airlines
600760,600760.SS,SHE,AVIC Shenyang Aircraft
600893,600893.SS,SHE,AECC Aviation Power
600372,600372.SS,SHE,AVIC Airborne Systems
600038,600038.SS,SHE,AVICOPTER PLC
600765,600765.SS,SHE,Avic Heavy Machinery
600862,600862.SS,SHE,Avic Aviation High-Technology
600316,600316.SS,SHE,Jiangxi Hongdu Aviation Industry
605123,605123.SS,SHE,Wuxi Paike New Materials Technology
600391,600391.SS,SHE,Aecc Aero Science And Technology
603261,603261.SS,SHE,Chengdu Lihang Technology
688122,688122.SS,SHE,Western Superconducting Technologies
688563,688563.SS,SHE,Baimtec Material
688297,688297.SS,SHE,Avic(chengdu)Uas
688281,688281.SS,SHE,Shaanxi Huaqin Technology Industry
688586,688586.SS,SHE,Hefei Jianghang Aircraft Equipment
688239,688239.SS,SHE,Guizhou Aviation Technical Development
688510,688510.SS,SHE,Wuxi Hyatech
688685,688685.SS,SHE,Jiangsu Maixinlin Aviation Science and Technology Corp.
688070,688070.SS,SHE,"Chengdu Jouav Automation Tech Co.,Ltd."
688237,688237.SS,SHE,Hubei Chaozhuo Aviation Technology
688287,688287.SS,SHE,Guandian Defense Technology
000768,000768.SZ,SZSE,Avic Xi’An Aircraft Industry Group
002625,002625.SZ,SZSE,Kuang-Chi Technologies
000738,000738.SZ,SZSE,AECC Aero-Engine Control
002389,002389.SZ,SZSE,Aerospace CH UAV
002985,002985.SZ,SZSE,"Beijing Bei Mo Gao Ke Friction Material Co., Ltd."
002023,002023.SZ,SZSE,Sichuan Haite High-Tech
002651,002651.SZ,SZSE,Chengdu Leejun Industrial
002111,002111.SZ,SZSE,Weihai Guangtai Airport Equipment
000697,000697.SZ,SZSE,Ligeance Aerospace Technology
000561,000561.SZ,SZSE,Shaanxi Fenghuo Electronics
002297,002297.SZ,SZSE,HuNan Boyun New Materials
002933,002933.SZ,SZSE,Beijing Emerging Eastern Aviation Equipment
300699,300699.SZ,SZSE,Weihai Guangwei Composites
300395,300395.SZ,SZSE,Hubei Feilihua Quartz Glass
300775,300775.SZ,SZSE,Xi'an Triangle Defense
300034,300034.SZ,SZSE,Gaona Aero Material
300777,300777.SZ,SZSE,Sinofibers Technology
300900,300900.SZ,SZSE,Guanglian Aviation Industry
300696,300696.SZ,SZSE,Chengdu ALD Aviation Manufacturing Corporation
300719,300719.SZ,SZSE,Beijing Andawell Science& Technology
300581,300581.SZ,SZSE,"Xi'an ChenXi Aviation Technology Corp.,Ltd."
300424,300424.SZ,SZSE,Guangzhou Hangxin Aviation Technology
300965,300965.SZ,SZSE,Beijing Hengyu Datacom Aviation Equipment
601825,601825.SS,SHE,Shanghai Rural Commercial Bank
601077,601077.SS,SHE,Chongqing Rural Commercial Bank
601128,601128.SS,SHE,Jiangsu Changshu Rural Commercial Bank
600908,600908.SS,SHE,Wuxi Rural Commercial Bank
601528,601528.SS,SHE,Zhejiang Shaoxing RuiFeng Rural Commercial Bank
601860,601860.SS,SHE,Jiangsu Zijin Rural Commercial Bank
603323,603323.SS,SHE,Jiangsu Suzhou Rural Commercial Bank
002958,002958.SZ,SZSE,Qingdao Rural Commercial Bank Corporation
002807,002807.SZ,SZSE,Jiangsu Jiangyin Rural Commercial Bank
002839,002839.SZ,SZSE,Jiangsu Zhangjiagang Rural Commercial Bank
600426,600426.SS,SHE,Shandong Hualu-Hengsheng Chemical
600096,600096.SS,SHE,Yunnan Yuntianhua
600486,600486.SS,SHE,Jiangsu Yangnong Chemical
600141,600141.SS,SHE,Hubei Xingfa Chemicals Group
603077,603077.SS,SHE,Sichuan Hebang Biotechnology
600331,600331.SS,SHE,Sichuan Hongda
603599,603599.SS,SHE,Anhui Guangxin Agrochemical
600596,600596.SS,SHE,Zhejiang Xinan Chemical Industrial Group
600389,600389.SS,SHE,Nantong Jiangshan Agrochemical & Chemicals
603360,603360.SS,SHE,Dalian Bio-Chem
603970,603970.SS,SHE,Sino-Agri Leading Biosciences
600078,600078.SS,SHE,Jiangsu Chengxing Phosph-Chemical
603639,603639.SS,SHE,Hailir Pesticides And Chemicals Group
600691,600691.SS,SHE,Yangmei Chemical
600731,600731.SS,SHE,Hunan Haili Chemical Industry
600227,600227.SS,SHE,Guizhou Chitianhua
600470,600470.SS,SHE,Anhui Liuguo Chemical
600423,600423.SS,SHE,Liuzhou Chemical Industry
603585,603585.SS,SHE,"Suli Co.,Ltd."
605033,605033.SS,SHE,Shaanxi Meibang Pharmaceutical Group
603086,603086.SS,SHE,ShanDong Cynda Chemical
603810,603810.SS,SHE,Jiangsu Fengshan Group
000792,000792.SZ,SZSE,Qinghai Salt Lake Industry
000893,000893.SZ,SZSE,Asia-Potash International Investment
000902,000902.SZ,SZSE,YONFER Agricultural Technology
000422,000422.SZ,SZSE,Hubei Yihua Chemical Industry
002312,002312.SZ,SZSE,Sichuan Development Lomon
000553,000553.SZ,SZSE,ADAMA Ltd.
002895,002895.SZ,SZSE,Guizhou Chanhen Chemical Corporation
002539,002539.SZ,SZSE,Chengdu Wintrue Holding
002545,002545.SZ,SZSE,Qingdao East Steel Tower Stock
002588,002588.SZ,SZSE,Stanley Agriculture Group
002215,002215.SZ,SZSE,Shenzhen Noposion Agrochemicals
002749,002749.SZ,SZSE,Sichuan Guoguang Agrochemical
002258,002258.SZ,SZSE,Lier Chemical
000912,000912.SZ,SZSE,Sichuan Lutianhua
002170,002170.SZ,SZSE,Shenzhen Batian Ecotypic Engineering
002250,002250.SZ,SZSE,Lianhe Chemical Technology
002470,002470.SZ,SZSE,Kingenta Ecological Engineering Group
002538,002538.SZ,SZSE,Anhui Sierte Fertilizer Industry
000731,000731.SZ,SZSE,Sichuan Meifeng Chemical Industry
002496,002496.SZ,SZSE,Jiangsu Huifeng Bio Agriculture
000525,000525.SZ,SZSE,Nanjing Red Sun
002391,002391.SZ,SZSE,Jiangsu Changqing Agrochemical
002734,002734.SZ,SZSE,Limin Group
002942,002942.SZ,SZSE,Zhejiang Xinnong Chemical
002999,002999.SZ,SZSE,Guangdong Tianhe Agricultural Means Of Production
003042,003042.SZ,SZSE,Shandong Sino-Agri United Biotechnology
001231,001231.SZ,SZSE,Norsyn Crop Technology
002513,002513.SZ,SZSE,Jiangsu Lanfeng Bio-chemical
301035,301035.SZ,SZSE,"SHANDONG WEIFANG RAINBOW CHEMICAL CO.,LTD"
300261,300261.SZ,SZSE,ABA Chemicals Corporation
300796,300796.SZ,SZSE,Bsm Chemical
300505,300505.SZ,SZSE,Kunming Chuan Jin Nuo Chemical
300575,300575.SZ,SZSE,Jiangsu Flag Chemical Industry
300387,300387.SZ,SZSE,Hubei Forbon Technology
300804,300804.SZ,SZSE,Yingde Greatchem Chemicals
600201,600201.SS,SHE,Jinyu Bio-Technology
600195,600195.SS,SHE,China Animal Husbandry Industry
603566,603566.SS,SHE,"Pulike Biological Engineering,Inc."
603718,603718.SS,SHE,Shanghai Hile Bio-Technology
688526,688526.SS,SHE,"Wuhan Keqian Biology Co.,Ltd"
688098,688098.SS,SHE,Shanghai Shen Lian Biomedical Corporation
002688,002688.SZ,SZSE,Jinhe Biotechnology
002868,002868.SZ,SZSE,Lifecome Biochemistry
300119,300119.SZ,SZSE,Tianjin Ringpu Bio-Technology
300871,300871.SZ,SZSE,WuHan Hvsen Biotechnology
600660,600660.SS,SHE,Fuyao Glass Industry Group
601689,601689.SS,SHE,Ningbo Tuopu Group
600741,600741.SS,SHE,Huayu Automotive Systems
601058,601058.SS,SHE,Sailun Group
601799,601799.SS,SHE,Changzhou Xingyu Automotive Lighting Systems
601966,601966.SS,SHE,Shandong Linglong Tyre
603786,603786.SS,SHE,Keboda Technology
603596,603596.SS,SHE,Bethel Automotive Safety Systems
600699,600699.SS,SHE,Ningbo Joyson Electronic Corp.
603179,603179.SS,SHE,Jiangsu Xinquan Automotive Trim
603730,603730.SS,SHE,Shanghai Daimay Automotive Interior
600933,600933.SS,SHE,"IKD Co., Ltd."
603997,603997.SS,SHE,Ningbo Jifeng Auto Parts
603358,603358.SS,SHE,"Huada Automotive Technology Corp.,Ltd"
605333,605333.SS,SHE,Kunshan Huguang Auto Harness
601163,601163.SS,SHE,Triangle Tyre
603305,603305.SS,SHE,Ningbo Xusheng Group
600480,600480.SS,SHE,Ling Yun Industrial Corporation
601500,601500.SS,SHE,Jiangsu General Science Technology
603348,603348.SS,SHE,Wencan Group
603197,603197.SS,SHE,Shanghai Baolong Automotive Corporation
603013,603013.SS,SHE,Yapp Automotive Systems
603009,603009.SS,SHE,Shanghai Beite Technology
601279,601279.SS,SHE,Changchun Engley Automobile Industry
603119,603119.SS,SHE,Zhejiang Rongtai Electric Material
605005,605005.SS,SHE,CWB Automotive Electronics
603306,603306.SS,SHE,"HMT (Xiamen)New Technical Materiasls Co.,Ltd"
600742,600742.SS,SHE,Changchun Faway Automobile Components
603107,603107.SS,SHE,Shanghai Automobile Air-Conditioner Accessories
600081,600081.SS,SHE,Dong Feng Electronic Technology
603178,603178.SS,SHE,Ningbo Shenglong Automotive Powertrain System
603035,603035.SS,SHE,Jiangsu Changshu Automotive Group Trim
600182,600182.SS,SHE,Giti Tire Corporation
603809,603809.SS,SHE,Chengdu Haoneng Technology
600841,600841.SS,SHE,Shanghai New Power Automotive Technology
600609,600609.SS,SHE,Shenyang Jinbei Automotive
605319,605319.SS,SHE,Wuxi Zhenhua Auto Parts
605018,605018.SS,SHE,Changhua Holding Group
600178,600178.SS,SHE,Harbin Dongan Auto Engine
600469,600469.SS,SHE,"Aeolus Tyre Co.,Ltd."
603950,603950.SS,SHE,Xiangyang Changyuandonggu Industry
600523,600523.SS,SHE,Guizhou Guihang Automotive Components
603239,603239.SS,SHE,Zhejiang Xiantong Rubber&Plastic
605228,605228.SS,SHE,Shentong Technology Group
603767,603767.SS,SHE,Zhejiang Zomax Transmission
605088,605088.SS,SHE,Gsp Automotive Group Wenzhou
603211,603211.SS,SHE,Jintuo Technology
603085,603085.SS,SHE,Zhejiang Tenchen Controls
600698,600698.SS,SHE,Hunan Tyen Machinery
603158,603158.SS,SHE,Changzhou Tenglong Auto Parts
605133,605133.SS,SHE,Jiangsu Rongtai Industry
605128,605128.SS,SHE,Shanghai Yanpu Metal Products
603319,603319.SS,SHE,Hunan Meihu Intelligent Manufacturing
603266,603266.SS,SHE,Ningbo Tianlong Electronics
603758,603758.SS,SHE,Chongqing Qin'an M&E PLC.
603922,603922.SS,SHE,Suzhou Jin Hong Shun Auto Parts
600626,600626.SS,SHE,Shanghai Shenda
603166,603166.SS,SHE,"Guilin Fuda Co.,Ltd."
600218,600218.SS,SHE,Anhui Quanchai Engine
603701,603701.SS,SHE,Zhejiang Dehong Automotive Electronic & Electrical
603788,603788.SS,SHE,Ningbo Gaofa Automotive Control System
603109,603109.SS,SHE,"Senci Electric Machinery Co.,Ltd."
603190,603190.SS,SHE,Yantai Yatong Precision Mechanical Corporation
603768,603768.SS,SHE,Changqing Machinery
603040,603040.SS,SHE,Hangzhou XZB Tech
603586,603586.SS,SHE,Shandong Gold Phoenix
603390,603390.SS,SHE,Guangzhou Tongda Auto Electric
600960,600960.SS,SHE,Bohai Automotive Systems
603949,603949.SS,SHE,Xuelong Group
603006,603006.SS,SHE,Shanghai Lianming Machinery
603121,603121.SS,SHE,Shanghai Sinotec
603037,603037.SS,SHE,Shanghai Carthane
603917,603917.SS,SHE,Ningbo Heli Technology
605068,605068.SS,SHE,Mingxin Automotive Leather
603982,603982.SS,SHE,Nanjing Chervon Auto Precision Technology
603048,603048.SS,SHE,Zhejiang Liming Intelligent Manufacturing
603161,603161.SS,SHE,Kehua Holdings
605151,605151.SS,SHE,West Shanghai Automotive Service
603926,603926.SS,SHE,"TIELIU CO,.LTD"
603286,603286.SS,SHE,Jiangsu Riying Electronics
603089,603089.SS,SHE,"ADD Industry(Zhejiang)Co.,"
603335,603335.SS,SHE,Guangdong Dcenti Auto-Parts Stock
600148,600148.SS,SHE,Changchun Yidong Clutch
605255,605255.SS,SHE,Ningbo TIP Rubber Technology
603655,603655.SS,SHE,Changzhou Langbo Sealing Technologies
603023,603023.SS,SHE,Harbin VITI Electronics Corp
688612,688612.SS,SHE,Shenzhen VMAX New Energy
688533,688533.SS,SHE,"Suzhou Sonavox Electronics Co.,Ltd."
688280,688280.SS,SHE,Jing-Jin Electric Technologies
688667,688667.SS,SHE,"Wuhan Lincontrol Automotive Electronics Co., Ltd."
688737,688737.SS,SHE,SINOTECH
688021,688021.SS,SHE,"Aofu Environmental Technology Co., Ltd."
000338,000338.SZ,SZSE,Weichai Power
002085,002085.SZ,SZSE,Zhejiang Wanfeng Auto Wheel
002984,002984.SZ,SZSE,Qingdao Sentury Tire
002472,002472.SZ,SZSE,Zhejiang Shuanghuan Driveline
000887,000887.SZ,SZSE,Anhui Zhongding Sealing Parts
000581,000581.SZ,SZSE,Weifu High-Technology Group
000559,000559.SZ,SZSE,Wanxiang Qianchao
002126,002126.SZ,SZSE,Zhejiang Yinlun Machinery
002906,002906.SZ,SZSE,Foryou Corporation
000981,000981.SZ,SZSE,Sensteed Hi-tech Group
002048,002048.SZ,SZSE,Ningbo Huaxiang Electronic
000030,000030.SZ,SZSE,FAWER Automotive Parts
002703,002703.SZ,SZSE,Zhejiang Shibao
002265,002265.SZ,SZSE,Jianshe Industry Group
000589,000589.SZ,SZSE,GuiZhou Tyre
000980,000980.SZ,SZSE,Zotye Automobile
002239,002239.SZ,SZSE,Aotecar New Energy Technology
000901,000901.SZ,SZSE,Aerospace Hi-Tech Holding Group
002101,002101.SZ,SZSE,Guangdong Hongtu Technology
002997,002997.SZ,SZSE,Rayhoo Motor Dies
002434,002434.SZ,SZSE,Zhejiang Wanliyang
002590,002590.SZ,SZSE,Zhejiang Vie Science & Technology
002965,002965.SZ,SZSE,Lucky Harvest
002537,002537.SZ,SZSE,HyUnion Holding
001311,001311.SZ,SZSE,Chuzhou Duoli Automotive Technology
002536,002536.SZ,SZSE,Feilong Auto Components
002766,002766.SZ,SZSE,Shenzhen Soling Industrial
002516,002516.SZ,SZSE,Kuangda Technology Group
002284,002284.SZ,SZSE,Zhejiang Asia-Pacific Mechanical & Electronic
002190,002190.SZ,SZSE,Sichuan Chengfei Integration Technology Corp.Ltd.
002283,002283.SZ,SZSE,Tianrun Industry Technology
002664,002664.SZ,SZSE,Xinzhi Group
000700,000700.SZ,SZSE,Jiangnan Mould & Plastic Technology
002662,002662.SZ,SZSE,Beijing WKW Automotive Parts
002488,002488.SZ,SZSE,Zhejiang Jingu
002708,002708.SZ,SZSE,Changzhou Nrb Corporation
002870,002870.SZ,SZSE,Guangdong Senssun Weighing Apparatus
002328,002328.SZ,SZSE,Shanghai Xinpeng Industry
002406,002406.SZ,SZSE,Xuchang Yuandong Drive Shaft
002454,002454.SZ,SZSE,Songz Automobile Air Conditioning
001380,001380.SZ,SZSE,Hwaway Technology Corporation
000903,000903.SZ,SZSE,Kunming Yunnei Power
002448,002448.SZ,SZSE,ZYNP Corporation
002510,002510.SZ,SZSE,Tianjin Motor Dies
002813,002813.SZ,SZSE,Shenzhen Roadrover Technology
002553,002553.SZ,SZSE,Jiangsu NanFang Precision
001282,001282.SZ,SZSE,Wuhu Sanlian Forging
000570,000570.SZ,SZSE,Changchai
002547,002547.SZ,SZSE,SuZhou ChunXing Precision Mechanical
000599,000599.SZ,SZSE,Qingdao Doublestar
002355,002355.SZ,SZSE,Xingmin Intelligent Transportation Systems
002976,002976.SZ,SZSE,Suzhou Cheersson Precision Industry Group
000880,000880.SZ,SZSE,Weichai Heavy Machinery
002363,002363.SZ,SZSE,Shandong Longji Machinery
002863,002863.SZ,SZSE,Zhejiang Jinfei Kaida Wheel
000816,000816.SZ,SZSE,Jiangsu Nonghua Intelligent Agriculture Technology
001319,001319.SZ,SZSE,Winstech Precision Holding
002725,002725.SZ,SZSE,Zhejiang Yueling
001278,001278.SZ,SZSE,Ningbo Yibin Electronic Technology
000678,000678.SZ,SZSE,Xiangyang Automobile Bearing
002715,002715.SZ,SZSE,Huaiji Dengyun Auto-parts
002806,002806.SZ,SZSE,Guang Dong Hua Feng New Energy Technology
001260,001260.SZ,SZSE,Shandong Kuntai New Material Technology
002921,002921.SZ,SZSE,Shandong Liancheng Precision Manufacturing
002592,002592.SZ,SZSE,Nanning Baling Technology
300428,300428.SZ,SZSE,Lizhong Sitong Light Alloys Group
300926,300926.SZ,SZSE,Jiangsu Bojun Industrial Technology
300580,300580.SZ,SZSE,Wuxi Best Precision Machinery
300893,300893.SZ,SZSE,Zhejiang Songyuan Automotive Safety Systems
300969,300969.SZ,SZSE,Ningbo Hengshuai
300304,300304.SZ,SZSE,Jiangsu Yunyi Electric
301550,301550.SZ,SZSE,Zhejiang Sling Automobile Bearing
301488,301488.SZ,SZSE,Longhorn Auto
300100,300100.SZ,SZSE,Ningbo Shuanglin Auto Parts
300680,300680.SZ,SZSE,Wuxi Longsheng Technology
300507,300507.SZ,SZSE,Jiangsu Olive Sensors High-Tech
300863,300863.SZ,SZSE,Ningbo KBE Electrical Technology
300978,300978.SZ,SZSE,WINBO-Dongjian Automotive Technology
300258,300258.SZ,SZSE,Jiangsu Pacific Precision Forging
301539,301539.SZ,SZSE,ZheJiang HongXin Technology
300681,300681.SZ,SZSE,Zhuhai Enpower Electric
301005,301005.SZ,SZSE,Essence Fastening Systems
301221,301221.SZ,SZSE,Wuhan Kotei Informatics
300547,300547.SZ,SZSE,Sichuan Chuanhuan Technology
301000,301000.SZ,SZSE,Shanghai Hajime Advanced Material Technology
301398,301398.SZ,SZSE,Ningbo Sinyuan Zm Technology
301397,301397.SZ,SZSE,Chongqing Sulian Plastic
300928,300928.SZ,SZSE,HAXC Holdings
301310,301310.SZ,SZSE,Wuxi Xinhongye Wire & Cable
300733,300733.SZ,SZSE,Chengdu Xiling Power Science & Technology Incorporated
301499,301499.SZ,SZSE,"Shanghai Vico Precision Mold &Plastics Co,."
300998,300998.SZ,SZSE,Ningbo Fangzheng Automobile Mould
300375,300375.SZ,SZSE,Tianjin Pengling Group
300643,300643.SZ,SZSE,Hamaton Automotive Technology
301529,301529.SZ,SZSE,WuHu Foresight Technology
301229,301229.SZ,SZSE,Jiangsu New Technology Group
301225,301225.SZ,SZSE,Hengbo Holdings
300695,300695.SZ,SZSE,Zhejiang Zhaofeng Mechanical And Electronic
301181,301181.SZ,SZSE,Jiangyin Pivot Automotive Products
300745,300745.SZ,SZSE,Shinry Technologies
301170,301170.SZ,SZSE,Wuxi Xinan Technology
301020,301020.SZ,SZSE,Yantai Ishikawa Sealing Technology
300707,300707.SZ,SZSE,VT Industrial Technology
300585,300585.SZ,SZSE,Nanjing Aolian AE&EA
301186,301186.SZ,SZSE,Nantong Chaoda Equipment
301133,301133.SZ,SZSE,Guangzhou Jinzhong Auto Parts Manufacturing
300652,300652.SZ,SZSE,Hang Zhou Radical Energy-Saving Technology
300473,300473.SZ,SZSE,Fuxin Dare Automotive Parts
301072,301072.SZ,SZSE,"Zhongjie(Jiangsu)Technology Co.,Ltd."
300816,300816.SZ,SZSE,"Actblue Co., Ltd."
301119,301119.SZ,SZSE,Hangzhou Zhengqiang Corporation
301233,301233.SZ,SZSE,Chengdu Shengbang Seals
300694,300694.SZ,SZSE,Wuxi Lihu Corporation
301298,301298.SZ,SZSE,Baoding Dongli Machinery
301007,301007.SZ,SZSE,Dalian Demaishi Precision Technology
301022,301022.SZ,SZSE,Qingdao Hi-Tech Moulds & Plastics Technology
301192,301192.SZ,SZSE,Shiyan Taixiang Industry
300176,300176.SZ,SZSE,GuangDong PaiSheng Intelligent Technology
300611,300611.SZ,SZSE,Zhejiang Meili High Technology
300237,300237.SZ,SZSE,Shandong Meichen Ecology & Environment
300912,300912.SZ,SZSE,Kailong High Technology
603283,603283.SS,SHE,Suzhou Secote Precision Electronic
603025,603025.SS,SHE,"Beijing Dahao Technology Corp.,Ltd"
603583,603583.SS,SHE,Zhejiang Jiecang Linear Motion Technology
603203,603203.SS,SHE,Quick Intelligent Equipment
603960,603960.SS,SHE,Shanghai Kelai Mechatronics Engineering
603082,603082.SS,SHE,RIAMB(Beijing) Technology Development
603275,603275.SS,SHE,Shanghai Zhongchen Electronic Technology
603416,603416.SS,SHE,Wuxi Xinje Electric
600215,600215.SS,SHE,"Paslin digital technology co., ltd."
603666,603666.SS,SHE,Yijiahe Technology
605186,605186.SS,SHE,Shanghai General Healthy Information and Technology
603015,603015.SS,SHE,Ningbo Techmation
605288,605288.SS,SHE,Changzhou Kaidi Electrical Inc.
688777,688777.SS,SHE,"Zhejiang Supcon Technology Co., Ltd."
688017,688017.SS,SHE,Leader Harmonious Drive Systems
688097,688097.SS,SHE,Bozhon Precision Industry Technology
688570,688570.SS,SHE,Beijing Tianma Intelligent Control Technology
688686,688686.SS,SHE,"Opt Machine Vision Tech Co., Ltd."
688559,688559.SS,SHE,Hymson Laser Technology Group
688003,688003.SS,SHE,Suzhou TZTEK Technology
688698,688698.SS,SHE,Suzhou Veichi Electric
688518,688518.SS,SHE,"Shenzhen United Winners Laser Co., Ltd"
688306,688306.SS,SHE,Ningbo PIA Automation Holding Corp.
688025,688025.SS,SHE,Shenzhen JPT Opto-Electronics
688165,688165.SS,SHE,"Efort Intelligent Equipment Co., Ltd."
688320,688320.SS,SHE,Zhejiang He Chuan Technology Corporation
688160,688160.SS,SHE,"Kinco Automation (Shanghai) Co.,Ltd"
688290,688290.SS,SHE,Hangzhou Boomy Intelligent Technology
688623,688623.SS,SHE,Zhejiang Shuangyuan Technology
688646,688646.SS,SHE,Wuhan Yifi Laser Corporation
688125,688125.SS,SHE,Guangdong Anda Automation Solutions
688170,688170.SS,SHE,Suzhou Delphi Laser
688090,688090.SS,SHE,Guangzhou Risong Intelligent Technology Holding
688310,688310.SS,SHE,Maider Medical Industry Equipment Co. Ltd.
688255,688255.SS,SHE,Hangzhou Kaierda Welding Robot
688218,688218.SS,SHE,Jiangsu Beiren Smart Manufacturing Technology
688455,688455.SS,SHE,Kengic Intelligent Technology
688395,688395.SS,SHE,Shenzhen Sine Electric
688329,688329.SS,SHE,Suzhou Iron Technology
688215,688215.SS,SHE,Zhejiang Risun Intelligent Technology
000988,000988.SZ,SZSE,Huagong Tech
002008,002008.SZ,SZSE,Han's Laser Technology Industry Group
002698,002698.SZ,SZSE,Harbin Boshi Automation
002747,002747.SZ,SZSE,Estun Automation
002979,002979.SZ,SZSE,China Leadshine Technology
002957,002957.SZ,SZSE,Shenzhen Colibri Technologies
002334,002334.SZ,SZSE,Shenzhen Invt Electric
002975,002975.SZ,SZSE,Zhuhai Bojay Electronics
002527,002527.SZ,SZSE,Shanghai STEP Electric Corporation
002184,002184.SZ,SZSE,Shanghai Hi-tech Control System
001223,001223.SZ,SZSE,OK Science and Technology
001266,001266.SZ,SZSE,Shanghai Smart Control
000584,000584.SZ,SZSE,Jiangsu Hagong Intelligent Robot
300124,300124.SZ,SZSE,Shenzhen Inovance Technology
300024,300024.SZ,SZSE,Siasun Robot&Automation
300757,300757.SZ,SZSE,Robotechnik Intelligent Technology
301029,301029.SZ,SZSE,DongGuan YiHeDa Automation
301510,301510.SZ,SZSE,Googol Technology
300083,300083.SZ,SZSE,Guangdong Create Century Intelligent Equipment Group Corporation
300747,300747.SZ,SZSE,Wuhan Raycus Fiber Laser Technologies
300048,300048.SZ,SZSE,Hiconics Eco-energy Technology
300607,300607.SZ,SZSE,Guangdong Topstar Technology
300276,300276.SZ,SZSE,SanFeng Intelligent Equipment Group
300802,300802.SZ,SZSE,Jutze Intelligence Technology
300278,300278.SZ,SZSE,Huachangda Intelligent Equipment Group
301568,301568.SZ,SZSE,XiaMen Sinictek Intelligent Technology
301199,301199.SZ,SZSE,MH Robot & Automation
301312,301312.SZ,SZSE,Shenzhen iN-Cube Automation
300484,300484.SZ,SZSE,Shenzhen V&T Technologies
300400,300400.SZ,SZSE,Shenzhen JT Automation Equipment
301418,301418.SZ,SZSE,Jiangsu Xiechang Electronic Technology Group
300227,300227.SZ,SZSE,Shenzhen Sunshine Laser & Electronics Technology
301320,301320.SZ,SZSE,Qingdao Richmat Intelligence Technology Inc.
301021,301021.SZ,SZSE,Inno Laser Technology
300461,300461.SZ,SZSE,Tanac Automation
301512,301512.SZ,SZSE,Shenzhen Intelligent Precision Instrument
301112,301112.SZ,SZSE,United Faith Auto-Engineering
300486,300486.SZ,SZSE,OMH SCIENCE Group
300097,300097.SZ,SZSE,Dalian Zhiyun Automation
603659,603659.SS,SHE,Shanghai Putailai New Energy Technology
600884,600884.SS,SHE,Ningbo Shanshan
601311,601311.SS,SHE,"Camel Group Co.,Ltd."
603026,603026.SS,SHE,Shida Shinghwa Advanced Material Group
600478,600478.SS,SHE,Hunan Corun New Energy
600110,600110.SS,SHE,Nuode New Materials
603031,603031.SS,SHE,Anhui Anfu Battery Technology
603906,603906.SS,SHE,Jiangsu Lopal Tech.
605378,605378.SS,SHE,Zhejiang Mustang Battery
603032,603032.SS,SHE,Delixi New Energy Technology
600152,600152.SS,SHE,"Veken Technology.,Ltd."
600241,600241.SS,SHE,Liaoning Shidai Wanheng
600847,600847.SS,SHE,Chongqing Wanli New Energy
688819,688819.SS,SHE,"Tianneng Battery Group Co.,Ltd"
688772,688772.SS,SHE,Zhuhai CosMX Battery
688778,688778.SS,SHE,"Xtc New Energy Materials(Xiamen) Co.,Ltd."
688567,688567.SS,SHE,"Farasis Energy (Gan Zhou) Co., Ltd."
688005,688005.SS,SHE,Ningbo Ronbay New Energy Technology
688006,688006.SS,SHE,Zhejiang HangKe Technology Incorporated
