code,tickers,name
337150,337150.KS,KODEX 200exTOP
223190,223190.KS,KODEX 200가치저변동
252650,252650.KS,KODEX 200동일가중
360140,360140.KS,KODEX 200롱코스닥150숏선물
284430,284430.KS,KODEX 200미국채혼합
252670,252670.KS,KODEX 200선물인버스2X
494890,494890.KS,KODEX 200액티브
498400,498400.KS,KODEX 200타겟위클리커버드콜
476810,476810.KS,KODEX 25-11 은행채(AA-이상)PLUS액티브
467940,467940.KS,KODEX 25-11 회사채(A+이상)액티브
491080,491080.KS,KODEX 25-12 은행채(AAA)액티브
473290,473290.KS,KODEX 26-12 회사채(AA-이상)액티브
0007F0,0007F0.KS,KODEX 27-12 회사채(AA-이상)액티브
305720,305720.KS,KODEX 2차전지산업
462330,462330.KS,KODEX 2차전지산업레버리지
461950,461950.KS,KODEX 2차전지핵심소재10
457690,457690.KS,KODEX 33-06 국고채액티브
271060,271060.KS,KODEX 3대농산물선물(H)
457700,457700.KS,KODEX 53-09 국고채액티브
395160,395160.KS,KODEX AI반도체
471990,471990.KS,KODEX AI반도체핵심장비
487240,487240.KS,KODEX AI전력핵심설비
481050,481050.KS,KODEX CD1년금리플러스액티브(합성)
459580,459580.KS,KODEX CD금리액티브(합성)
439860,439860.KS,KODEX ESG종합채권(A-이상)액티브
266370,266370.KS,KODEX IT
368680,368680.KS,KODEX K-뉴딜디지털플러스
445290,445290.KS,KODEX K-로봇액티브
401470,401470.KS,KODEX K-메타버스액티브
385520,385520.KS,KODEX K-미래차액티브
385510,385510.KS,KODEX K-신재생에너지액티브
373490,373490.KS,KODEX K-이노베이션액티브
445150,445150.KS,KODEX K-친환경조선해운액티브
423160,423160.KS,KODEX KOFR금리액티브(합성)
292190,292190.KS,KODEX KRX300
306950,306950.KS,KODEX KRX300레버리지
229720,229720.KS,KODEX KTOP30
291890,291890.KS,KODEX MSCI EM선물(H)
289040,289040.KS,KODEX MSCI KOREA ESG유니버설
156080,156080.KS,KODEX MSCI Korea
278540,278540.KS,KODEX MSCI Korea TR
275280,275280.KS,KODEX MSCI모멘텀
275290,275290.KS,KODEX MSCI밸류
275300,275300.KS,KODEX MSCI퀄리티
269420,269420.KS,KODEX S&P글로벌인프라(합성)
433970,433970.KS,KODEX TDF2030액티브
433980,433980.KS,KODEX TDF2040액티브
434060,434060.KS,KODEX TDF2050액티브
329650,329650.KS,KODEX TRF3070
329660,329660.KS,KODEX TRF5050
329670,329670.KS,KODEX TRF7030
395170,395170.KS,KODEX Top10동일가중
315930,315930.KS,KODEX Top5PlusTR
261220,261220.KS,KODEX WTI원유선물(H)
271050,271050.KS,KODEX WTI원유선물인버스(H)
468370,468370.KS,KODEX iShares미국인플레이션국채액티브
468630,468630.KS,KODEX iShares미국투자등급회사채액티브
468380,468380.KS,KODEX iShares미국하이일드액티브
117700,117700.KS,KODEX 건설
300950,300950.KS,KODEX 게임산업
266390,266390.KS,KODEX 경기소비재
279530,279530.KS,KODEX 고배당
132030,132030.KS,KODEX 골드선물(H)
280940,280940.KS,KODEX 골드선물인버스(H)
138910,138910.KS,KODEX 구리선물(H)
471230,471230.KS,KODEX 국고채10년액티브
439870,439870.KS,KODEX 국고채30년액티브
114260,114260.KS,KODEX 국고채3년
152380,152380.KS,KODEX 국채선물10년
176950,176950.KS,KODEX 국채선물10년인버스
292770,292770.KS,KODEX 국채선물3년인버스
276990,276990.KS,KODEX 글로벌로봇(합성)
476070,476070.KS,KODEX 글로벌비만치료제TOP2 Plus
498410,498410.KS,KODEX 금융고배당TOP10타겟위클리커버드콜
102960,102960.KS,KODEX 기계장비
404260,404260.KS,KODEX 기후변화솔루션
273140,273140.KS,KODEX 단기변동금리부채권액티브
153130,153130.KS,KODEX 단기채권
214980,214980.KS,KODEX 단기채권PLUS
487950,487950.KS,KODEX 대만테크고배당다우존스
122630,122630.KS,KODEX 레버리지
488770,488770.KS,KODEX 머니마켓액티브
321410,321410.KS,KODEX 멀티에셋하이인컴(H)
337120,337120.KS,KODEX 멀티팩터
244620,244620.KS,KODEX 모멘텀Plus
308620,308620.KS,KODEX 미국10년국채선물
484790,484790.KS,KODEX 미국30년국채액티브(H)
304660,304660.KS,KODEX 미국30년국채울트라선물(H)
304670,304670.KS,KODEX 미국30년국채울트라선물인버스(H)
481060,481060.KS,KODEX 미국30년국채타겟커버드콜(합성 H)
487230,487230.KS,KODEX 미국AI전력핵심인프라
485540,485540.KS,KODEX 미국AI테크TOP10
483280,483280.KS,KODEX 미국AI테크TOP10타겟커버드콜
428560,428560.KS,KODEX 미국ETF산업Top10 Indxx
379800,379800.KS,KODEX 미국S&P500
449180,449180.KS,KODEX 미국S&P500(H)
453660,453660.KS,KODEX 미국S&P500경기소비재
453650,453650.KS,KODEX 미국S&P500금융
0005A0,0005A0.KS,KODEX 미국S&P500데일리커버드콜OTM
276970,276970.KS,KODEX 미국S&P500배당귀족커버드콜(합성 H)
000026,000026.KS,KODEX 미국S&P500버퍼3월액티브
200030,200030.KS,KODEX 미국S&P500산업재(합성)
219480,219480.KS,KODEX 미국S&P500선물(H)
218420,218420.KS,KODEX 미국S&P500에너지(합성)
463640,463640.KS,KODEX 미국S&P500유틸리티
463690,463690.KS,KODEX 미국S&P500커뮤니케이션
463680,463680.KS,KODEX 미국S&P500테크놀로지
453630,453630.KS,KODEX 미국S&P500필수소비재
453640,453640.KS,KODEX 미국S&P500헬스케어
185680,185680.KS,KODEX 미국S&P바이오(합성)
379810,379810.KS,KODEX 미국나스닥100
449190,449190.KS,KODEX 미국나스닥100(H)
494300,494300.KS,KODEX 미국나스닥100데일리커버드콜OTM
409820,409820.KS,KODEX 미국나스닥100레버리지(합성 H)
304940,304940.KS,KODEX 미국나스닥100선물(H)
409810,409810.KS,KODEX 미국나스닥100선물인버스(H)
455030,455030.KS,KODEX 미국달러SOFR금리액티브(합성)
261240,261240.KS,KODEX 미국달러선물
261250,261250.KS,KODEX 미국달러선물레버리지
261270,261270.KS,KODEX 미국달러선물인버스
261260,261260.KS,KODEX 미국달러선물인버스2X
280930,280930.KS,KODEX 미국러셀2000(H)
411420,411420.KS,KODEX 미국메타버스나스닥액티브
390390,390390.KS,KODEX 미국반도체
489250,489250.KS,KODEX 미국배당다우존스
483290,483290.KS,KODEX 미국배당다우존스타겟커버드콜
441640,441640.KS,KODEX 미국배당커버드콜액티브
352560,352560.KS,KODEX 미국부동산리츠(H)
314250,314250.KS,KODEX 미국빅테크10(H)
473460,473460.KS,KODEX 미국서학개미
390400,390400.KS,KODEX 미국스마트모빌리티S&P
437080,437080.KS,KODEX 미국종합채권ESG액티브(H)
419420,419420.KS,KODEX 미국클린에너지나스닥
491090,491090.KS,KODEX 미국테크TOP3플러스
266360,266360.KS,KODEX 미디어&엔터테인먼트
244580,244580.KS,KODEX 바이오
091160,091160.KS,KODEX 반도체
494310,494310.KS,KODEX 반도체레버리지
325020,325020.KS,KODEX 배당가치
211900,211900.KS,KODEX 배당성장
237370,237370.KS,KODEX 배당성장채권혼합
244670,244670.KS,KODEX 밸류Plus
140700,140700.KS,KODEX 보험
102780,102780.KS,KODEX 삼성그룹
213610,213610.KS,KODEX 삼성그룹밸류
448330,448330.KS,KODEX 삼성전자채권혼합
251350,251350.KS,KODEX 선진국MSCI World
325010,325010.KS,KODEX 성장주
446690,446690.KS,KODEX 아시아AI반도체exChina액티브
437070,437070.KS,KODEX 아시아달러채권ESG플러스액티브
117460,117460.KS,KODEX 에너지화학
140710,140710.KS,KODEX 운송
395150,395150.KS,KODEX 웹툰&드라마
456250,456250.KS,KODEX 유럽명품TOP10 STOXX
400570,400570.KS,KODEX 유럽탄소배출권선물ICE(H)
144600,144600.KS,KODEX 은선물(H)
091170,091170.KS,KODEX 은행
453810,453810.KS,KODEX 인도Nifty50
453820,453820.KS,KODEX 인도Nifty50레버리지(합성)
477730,477730.KS,KODEX 인도타타그룹
114800,114800.KS,KODEX 인버스
101280,101280.KS,KODEX 일본TOPIX100
352540,352540.KS,KODEX 일본부동산리츠(H)
091180,091180.KS,KODEX 자동차
363570,363570.KS,KODEX 장기종합채권(AA-이상)액티브
273130,273130.KS,KODEX 종합채권(AA-이상)액티브
102970,102970.KS,KODEX 증권
419430,419430.KS,KODEX 차이나2차전지MSCI(합성)
169950,169950.KS,KODEX 차이나A50
428510,428510.KS,KODEX 차이나AI테크액티브
283580,283580.KS,KODEX 차이나CSI300
099140,099140.KS,KODEX 차이나H
204450,204450.KS,KODEX 차이나H레버리지(H)
415340,415340.KS,KODEX 차이나과창판STAR50(합성)
256750,256750.KS,KODEX 차이나심천ChiNext(합성)
372330,372330.KS,KODEX 차이나항셍테크
117680,117680.KS,KODEX 철강
279540,279540.KS,KODEX 최소변동성
495850,495850.KS,KODEX 코리아밸류업
229200,229200.KS,KODEX 코스닥150
233740,233740.KS,KODEX 코스닥150레버리지
360150,360150.KS,KODEX 코스닥150롱코스피200숏선물
251340,251340.KS,KODEX 코스닥150선물인버스
461450,461450.KS,KODEX 코스닥글로벌
226490,226490.KS,KODEX 코스피
237350,237350.KS,KODEX 코스피100
359210,359210.KS,KODEX 코스피TR
337140,337140.KS,KODEX 코스피대형주
138920,138920.KS,KODEX 콩선물(H)
244660,244660.KS,KODEX 퀄리티Plus
375770,375770.KS,KODEX 탄소효율그린뉴딜
459560,459560.KS,KODEX 테슬라밸류체인FactSet
475080,475080.KS,KODEX 테슬라커버드콜채권혼합액티브
266410,266410.KS,KODEX 필수소비재
298770,298770.KS,KODEX 한국대만IT프리미어
476800,476800.KS,KODEX 한국부동산리츠인프라
450190,450190.KS,KODEX 한중반도체(합성)
450180,450180.KS,KODEX 한중전기차(합성)
266420,266420.KS,KODEX 헬스케어
364690,364690.KS,KODEX 혁신기술테마액티브
487130,487130.KS,KoAct AI인프라액티브
471040,471040.KS,KoAct 글로벌AI&로봇액티브
0020H0,0020H0.KS,KoAct 글로벌양자컴퓨팅액티브
475070,475070.KS,KoAct 글로벌친환경전력인프라액티브
0015B0,0015B0.KS,KoAct 미국나스닥성장기업액티브
490330,490330.KS,KoAct 미국뇌질환치료제액티브
497780,497780.KS,KoAct 미국천연가스인프라액티브
462900,462900.KS,KoAct 바이오헬스케어액티브
476850,476850.KS,KoAct 배당성장액티브
495230,495230.KS,KoAct 코리아밸류업액티브
482030,482030.KS,KoAct 테크핵심소재공급망액티브
152100,152100.KS,PLUS 200
491220,491220.KS,PLUS 200TR
253150,253150.KS,PLUS 200선물레버리지
253160,253160.KS,PLUS 200선물인버스2X
395750,395750.KS,PLUS ESG가치주액티브
395760,395760.KS,PLUS ESG성장주액티브
453010,453010.KS,PLUS KOFR금리
429740,429740.KS,PLUS K리츠
449450,449450.KS,PLUS K방산
269530,269530.KS,PLUS S&P글로벌인프라
433850,433850.KS,PLUS TDF2030액티브
433860,433860.KS,PLUS TDF2040액티브
433870,433870.KS,PLUS TDF2050액티브
433880,433880.KS,PLUS TDF2060액티브
251590,251590.KS,PLUS 고배당저변동50
161510,161510.KS,PLUS 고배당주
0018C0,0018C0.KS,PLUS 고배당주위클리고정커버드콜
489030,489030.KS,PLUS 고배당주위클리커버드콜
251600,251600.KS,PLUS 고배당주채권혼합
461460,461460.KS,PLUS 국고채10년액티브
451600,451600.KS,PLUS 국고채30년액티브
491230,491230.KS,PLUS 국공채머니마켓액티브
289670,289670.KS,PLUS 국채선물10년
298340,298340.KS,PLUS 국채선물3년
438210,438210.KS,PLUS 글로벌AI
489010,489010.KS,PLUS 글로벌AI인프라
442580,442580.KS,PLUS 글로벌HBM반도체
189400,189400.KS,PLUS 글로벌MSCI(합성 H)
496770,496770.KS,PLUS 글로벌방산
419650,419650.KS,PLUS 글로벌수소&차세대연료전지
0007G0,0007G0.KS,PLUS 글로벌원자력밸류체인
415920,415920.KS,PLUS 글로벌희토류&전략자원생산기업
278620,278620.KS,PLUS 단기채권액티브
477050,477050.KS,PLUS 머니마켓액티브
429760,429760.KS,PLUS 미국S&P500
269540,269540.KS,PLUS 미국S&P500(H)
494410,494410.KS,PLUS 미국S&P500성장주
287180,287180.KS,PLUS 미국나스닥테크
213630,213630.KS,PLUS 미국다우존스고배당주(합성 H)
332610,332610.KS,PLUS 미국단기회사채(AAA~A)
456200,456200.KS,PLUS 미국달러SOFR금리액티브(합성)
494420,494420.KS,PLUS 미국배당증가성장주데일리커버드콜
0023B0,0023B0.KS,PLUS 미국양자컴퓨팅TOP10
332620,332620.KS,PLUS 미국장기우량회사채
464470,464470.KS,PLUS 미국채30년액티브
461900,461900.KS,PLUS 미국테크TOP10
461910,461910.KS,PLUS 미국테크TOP10레버리지(합성)
195970,195970.KS,PLUS 선진국MSCI(합성 H)
238670,238670.KS,PLUS 스마트베타Quality채권혼합
195980,195980.KS,PLUS 신흥국MSCI(합성 H)
373530,373530.KS,PLUS 신흥국MSCI인버스(합성 H)
256450,256450.KS,PLUS 심천차이넥스트(합성)
447660,447660.KS,PLUS 애플채권혼합
239660,239660.KS,PLUS 우량회사채50
421320,421320.KS,PLUS 우주항공&UAM
464920,464920.KS,PLUS 일본반도체소부장
489000,489000.KS,PLUS 일본엔화초단기국채(합성)
451000,451000.KS,PLUS 종합채권(AA-이상)액티브
280920,280920.KS,PLUS 주도업종
266550,266550.KS,PLUS 중형주저변동50
495040,495040.KS,PLUS 코리아밸류업
301400,301400.KS,PLUS 코스닥150
301410,301410.KS,PLUS 코스닥150선물인버스
227830,227830.KS,PLUS 코스피
122090,122090.KS,PLUS 코스피50
328370,328370.KS,PLUS 코스피TR
457990,457990.KS,PLUS 태양광&ESS
0000J0,0000J0.KS,PLUS 한화그룹주
148020,148020.KS,RISE 200
361580,361580.KS,RISE 200TR
290080,290080.KS,RISE 200고배당커버드콜ATM
284980,284980.KS,RISE 200금융
252400,252400.KS,RISE 200선물레버리지
252410,252410.KS,RISE 200선물인버스
252420,252420.KS,RISE 200선물인버스2X
475720,475720.KS,RISE 200위클리커버드콜
483230,483230.KS,RISE 25-06 은행채(AA+이상)액티브
448600,448600.KS,RISE 25-11 회사채(AA-이상)액티브
465330,465330.KS,RISE 2차전지TOP10
465350,465350.KS,RISE 2차전지TOP10인버스(합성)
422420,422420.KS,RISE 2차전지액티브
367760,367760.KS,RISE 5G테크
105780,105780.KS,RISE 5대그룹주
469070,469070.KS,RISE AI&로봇
477080,477080.KS,RISE CD금리액티브(합성)
290130,290130.KS,RISE ESG사회책임투자
326240,326240.KS,RISE IT플러스
385560,385560.KS,RISE KIS국고채30년Enhanced
479520,479520.KS,RISE KOFR금리액티브(합성)
270800,270800.KS,RISE KQ고배당
292050,292050.KS,RISE KRX300
442550,442550.KS,RISE TDF2030액티브
442560,442560.KS,RISE TDF2040액티브
442570,442570.KS,RISE TDF2050액티브
234310,234310.KS,RISE V&S셀렉트밸류
241390,241390.KS,RISE V&S셀렉트밸류채권혼합
300640,300640.KS,RISE 게임테마
266160,266160.KS,RISE 고배당
481430,481430.KS,RISE 국고채10년액티브
114100,114100.KS,RISE 국고채3년
282000,282000.KS,RISE 국고채3년선물인버스
451670,451670.KS,RISE 국채30년레버리지(합성)
295000,295000.KS,RISE 국채선물10년
295020,295020.KS,RISE 국채선물10년인버스
432600,432600.KS,RISE 국채선물3년
397420,397420.KS,RISE 국채선물5년추종
397410,397410.KS,RISE 국채선물5년추종인버스
437370,437370.KS,RISE 글로벌농업경제
375270,375270.KS,RISE 글로벌데이터센터리츠(합성)
475380,475380.KS,RISE 글로벌리얼티인컴
476310,476310.KS,RISE 글로벌비만산업TOP2+
417450,417450.KS,RISE 글로벌수소경제
442320,442320.KS,RISE 글로벌원자력
461490,461490.KS,RISE 글로벌자산배분액티브
